RecordID;RecordNumber;Journal;Year;Name of main author;Number of co-authors;Number of citations;Years of study;Number of years;Country of study;Spatial scale;Country of lead author (institution);Species / taxa;Taxa group1;Biological organisation;Scope;Study design;Clearly stated hypothesis;Test of existing hypothesis;Test multiple competing hypotheses;Testable predictions ;Generality: taxonomy;Generality: Environmental gradients;Ecological question;Extractor;Reference
100;1264;J Wildl Man;2010;Lavelle;7;3;2008;1;USA;Local;USA;Odocoileus;Vertebrates;Population;Methods;Quasi experimental;0;0;0;0;1;1;"We conducted
a preliminary study to evaluate efficacy of a rapidly
deployable 2.1-m-high polypropylene mesh (poly-mesh)
fence for containing white-tailed deer";DB;Lavelle, M.J., Fischer, J.W., Hygnstrom, S.E., White, J.J., Hildreth, A.M., Phillips, G.E. & Vercauteren, K.C. (2010) Response of Deer to Containment by a Poly-Mesh Fence for Mitigating Disease Outbreaks. Journal of Wildlife Management, 74, 1620-1625.
93;1302;J Wildl Man;2008;Link;2;21;1969-2004;36;USA, Canada;Regional;USA;Colinus virginianus;Vertebrates;Population;Methods;Non experimental;0;0;0;0;0;0;"Annual surveys of wildlife populations provide information about annual rates of change in populations but provide no
information about when such changes occur. However, by combining data from 2 annual surveys, conducted in different parts of the year,
seasonal components of population change can be estimated. We describe a hierarchical model for simultaneous analysis of 2 continent-scale
monitoring programs. The Christmas Bird Count is an early winter survey, whereas the North American Breeding Bird Survey is conducted in
June. Combining information from these surveys permits estimation of seasonal population variance components and improves estimation of
long-term population trends.";DB;Link, W.A., Sauer, J.R. & Niven, D.K. (2008) Combining breeding bird survey and Christmas Bird Count data to evaluate seasonal components of population change in northern bobwhite. Journal of Wildlife Management, 72, 44-51.
27;1355;J Wildl Man;2008;MacNulty;2;5;2005-2006;2;USA;Local;USA;"Bison bison; Canis latrans; Ursus arctos; Canis lupus";Vertebrates;Population;Methods;Non experimental;0;0;0;0;2;2;"We address these technology gaps by evaluating a new
remotely operated video and telemetry system (VTS) that we developed to sample wildlife abundance, distribution, and behavior in real time in an open valley in Yellowstone National Park (YNP), USA. Our objectives were to 1) test whether data produced by the VTS were equivalent to those generated by a field researcher and 2) assess the intensive and extensive sampling capabilities of the VTS, including whether it was useful for tracking wildlife responses to environmental change. Bison (Bison bison) are poorly adapted to snow (Telfer and Kelsall 1984) so we expected bison abundance in the study area to vary inversely with snow depth. We conclude with a discussion of the system’s advantages and disadvantages.";EBN;MacNulty, D.R., Plumb, G.E. & Smith, D.W. (2008) Validation of a New Video and Telemetry System for Remotely Monitoring Wildlife. Journal of Wildlife Management, 72, 1834-1844.
39;1404;J Wildl Man;2008;McCann;2;13;2004-2006;3;USA;Landscape;USA;Lepus americanus;Vertebrates;Population;Methods;Non experimental;0;0;0;1;0;1;"We calibrated hare numbers with pellet counts and
expected that they would be positively related. We then
compared equations developed using annual pellet counts
with equations developed using semiannual counts and
compared equations developed using functional regression
with equations developed using linear regression. We
expected that using semiannual pellet counts with functional
regression would improve the correlation between hare
numbers and pellet counts because semiannual counts would
reduce the effect of seasonal variation in pellet deposition and decomposition rates and because functional regression
has been preferred in similar studies (Mills et al. 2005,
Homyack et al. 2006). Lastly, we identified minimum mean
pellet counts expected to support lynx in Minnesota, USA,
given the current understanding of the relationship between
hare numbers and lynx persistence.";EBN;McCann, N.P., Moen, R.A. & Niemi, G.J. (2008) Using pellet counts to estimate snowshoe hare numbers in Minnesota. Journal of Wildlife Management, 72, 955-958.
82;1477;J Wildl Man;2012;Milakovic;5;8;2001-2004;4;Canada;Landscape;Canada;Ursus arctos;Vertebrates;Population;Natural history;Non experimental;0;0;0;0;0;1;"Our objective was to describe habitat selection by female
grizzly bears in the northern Rocky Mountains of BC";DB;Milakovic, B., Parker, K.L., Gustine, D.D., Lay, R.J., Walker, A.B.D. & Gillingham, M.P. (2012) Seasonal habitat use and selection by grizzly bears in Northern British Columbia. Journal of Wildlife Management, 76, 170-180.
34;1573;J Wildl Man;2012;Niedzialkowska;3;13;2004-2007;4;Poland;Landscape;Poland;Cervus elaphus;Vertebrates;Population;Ecological processes;Non experimental;0;0;0;0;1;1;"The aims of our study, conducted in northeastern Poland,
were to 1) evaluate the effects of the past human management and demographic fluctuations on present genetic diversity and genetic structure in the region; 2) identify if any red deer in the study region could be remnants of the autochthonous population, and therefore of potential conservation value; and 3) assess if the genetic make up of contemporary populations have been more influenced by historic translocations or the expansion of remnant native deer.";EBN;Niedzialkowska, M., Jedrzejewska, B., Wojcik, J.M. & Goodman, S.J. (2012) Genetic structure of red deer population in northeastern Poland in relation to the history of human interventions. Journal of Wildlife Management, 76, 1264-1276.
3;1596;J Wildl Man;2005;Olson;8;96;1990-2002;13;USA;Landscape;USA;Strix occidentalis;Vertebrates;Population;Ecological processes;Non experimental;3;1;0;1;0;0;"In summary, we intended to investigate annual
variation, potential time trends, and the effect of
barred owl presence on site occupancy of northern
spotted owls on 3 study areas in Oregon using
open population site occupancy models developed
by MacKenzie et al. (2003). We hypothesized
that spotted owl site detection and site occupancy rates would be negatively affected by the presence
of barred owls.";EBN;Olson, G.S., Anthony, R.G., Forsman, E.D., Ackers, S.H., Loschl, P.J., Reid, J.A., Dugger, K.M., Glenn, E.M. & Ripple, W.J. (2005) Modeling of site occupancy dynamics for northern spotted owls, with emphasis on the effects of barred owls. Journal of Wildlife Management, 69, 918-932.
129;1615;J Wildl Man;2009;Pagano;1;29;2006;1;USA;Landscape;USA;Birds;Vertebrates;Population;Methods;Non experimental;0;0;0;0;1;1;"We used an independent double-observer approach to test
reliability of ground-based counts of breeding ducks.";DB;Pagano, A.M. & Arnold, T.W. (2009) Detection Probabilities for Ground-Based Breeding Waterfowl Surveys. Journal of Wildlife Management, 73, 392-398.
108;1266;JApplEcol;2007;Rolando;3;41;2004-2005;2;Italy;Landscape;Italy;Aves;Vertebrates;Community;Ecological processes;Quasi experimental;2;1;0;1;1;1;"This study is part of a large project investigating the
effects of ski-pistes on alpine avifauna and was undertaken
to provide information on the effect of ski-runs
on high-altitude grassland bird communities in the Alps.
We compared bird diversity and community composition
in circular plots centred on (i) ski-runs of
recent construction, (ii) grassland habitats adjacent to
ski-runs and (iii) natural grassland habitats far from
the ski-runs. In particular, we examined whether avian diversity
is lower in the pistes than in the other habitats (as
expected, assuming the construction of ski-runs causes
a profound direct disturbance) and whether it was
higher in grasslands further from rather than near
the pistes (as expected assuming ski-runs also exert an
indirect disturbance).";DB;Rolando, A., Caprio, E., Rinaldi, E. & Ellena, I. (2007) The impact of high-altitude ski-runs on alpine grassland bird communities. Journal of Applied Ecology, 44, 210-219.
103;1574;J Wildl Man;2006;Roy Nielsen;2;13;2000-2003;4;USA;Landscape;USA;Aix sponsa;Vertebrates;Population;Natural history;Non experimental;0;0;0;0;0;1;We investigated intraspecific nest parasitism of wood ducks in natural cavities with the use of microsatellite techniques;DB;Nielsen, C.L.R., Gates, R.J. & Parker, P.G. (2006) Intraspecific nest parasitism of wood ducks in natural cavities: Comparisons with nest boxes. Journal of Wildlife Management, 70, 835-843.
41;1290;JApplEcol;2006;Rudlöf;1;149;2003-2004;2;Sweden;Landscape;Sweden;Lepidoptera;Invertebrates;Community;Ecological processes;Quasi experimental;1;1;0;0;1;1;"In this study we evaluated the consequences of both
organic farming and landscape heterogeneity on the
species richness and abundance of butterflies on farmland
in southern Sweden. By using a design in which we
compared the consequences of farming practice in
replicated landscapes of different complexity, we considered
in particular whether the consequence of organic
farming depends on the structure of the landscape. We
also investigated the occurrence of organic farming in
relation to agricultural productivity, to assess whether
the distribution depends on farming intensity.";EBN;Rundlof, M. & Smith, H.G. (2006) The effect of organic farming on butterfly diversity depends on landscape context. Journal of Applied Ecology, 43, 1121-1127.
37;1826;J Wildl Man;2012;Russel;6;31;2005-2006;2;USA;Landscape;USA;Puma concolor;Vertebrates;Population;Methods;Non experimental;0;0;0;0;1;2;"We apply these methods to unstructured search-encounter
data for mountain lions, where, similar to Thompson et al.
(2012), paths are not established a priori. In our study, the
intensity of effort is determined adaptively in response to the
surveyor’s previous success at detecting a mountain lion in
the area. Lastly, we include goodness-of-fit methods for
these types of analysis.";EBN;Russell, R.E., Royle, J.A., Desimone, R., Schwartz, M.K., Edwards, V.L., Pilgrim, K.P. & Mckelvey, K.S. (2012) Estimating abundance of mountain lions from unstructured spatial sampling. Journal of Wildlife Management, 76, 1551-1561.
78;1313;JApplEcol;2007;Sattler;3;96;2002;1;Switzerland;Country;Switzerland;Chiroptera;Vertebrates;Population;Natural history;Non experimental;0;0;0;0;0;0;"The main aims of this study were: (1) to assess the current range of the two cryptic species
P. pipistrellus and P. pygmaeus
in the six biogeographical regions of Switzerland and to draw predictive distribution maps; (2) to re-evaluate their national conservation status; and (3) to investigate their species-specific ecological habitat requirements as a basis for proposing tailored conservation guidance.";EBN;Sattler, T., Bontadina, F., Hirzel, A.H. & Arlettaz, R. (2007) Ecological niche modelling of two cryptic bat species calls for a reassessment of their conservation status. Journal of Applied Ecology, 44, 1188-1199.
45;1500;JApplEcol;2005;Vaughan;1;53;1995-2002;8;UK;Country;UK;Birds;Vertebrates;Ecosystem (landscape);Methods;Non experimental;0;0;0;0;1;2;"We have illustrated simple but potentially important
improvements in the handling and reduction of ecological data using variable clustering and generalized PCA. Using river habitats as a case study, we first applied both conventional PCA and variable clustering to a large
RHS data set, and considered the interpretability of
the reduced data. Secondly, we compared the analytical
efficacy of variable clustering methods against conventional PCA by examining the predictive performance of models for Welsh river birds, built on the same RHS data but reduced in different ways. For some species this step also provided the opportunity to illustrate the use of PCA generalized for qualitative data. Ultimately, we hoped to illustrate how PCA-based data reduction can be made more useful for applied ecology, where pragmatic concerns may be just as important as statistical efficiency.";EBN;Vaughan, I.P. & Ormerod, S.J. (2005) Increasing the value of principal components analysis for simplifying ecological data: a case study with rivers and river birds. Journal of Applied Ecology, 42, 487-497.
89;224;JApplEcol;2005;Åström;3;57;2002-2003;2;Sweden;Landscape;Sweden;"Bryophytes; Plants";Plants;Community;Ecological processes;Quasi experimental;0;0;0;0;1;1;"We present a more realistic and comprehensive
study, assessing the impact of commercial slash
harvest on entire communities of liverworts, mosses
and vascular plants using large plots in many clear-cut
stands. By comparing matched pairs of conventional
and slash-harvested stands, we investigated effects on
species composition and species richness";DB;Astrom, M., Dynesius, M., Hylander, K. & Nilsson, C. (2005) Effects of slash harvest on bryophytes and vascular plants in southern boreal forest clear-cuts. Journal of Applied Ecology, 42, 1194-1202.
115;171;RestorEcol;2009;Bauer;2;10;2004-2007;4;USA;Local;USA;Plants;Plants;Community;Ecological processes;Experimental;3;1;0;1;0;0;"We tested the following hypotheses: (1) Second-year
garlic mustard plants are strong competitors with first-year
plants, which leads to alternating dominance of first- and
second-year plants and (2) garlic mustard is a good
competitor with native plants and is displacing native
species. Based on these hypotheses, we made the following
predictions: (1) In the first year, removal of secondyear
garlic mustard plants will increase the abundance of
first-year plants and native vegetation; (2) repeated
removal of second-year garlic mustard will cause a decline
in first-year garlic mustard plants, because of decreasing
seed input, and an increased abundance of native ground
layer species; and (3) early spring (March) removal of
second-year garlic mustard will positively affect first-year
plants more than late removal (May) because first-year
plants will compete with second-year plants for a shorter
period of time";DB;Bauer, J.T., Anderson, R.C. & Anderson, M.R. (2010) Competitive Interactions among First-Year and Second-Year Plants of the Invasive, Biennial Garlic Mustard (Alliaria petiolata) and Native Ground Layer Vegetation. Restoration Ecology, 18, 720-728.
139;186;RestorEcol;2014;Bernstein;4;6;2006-2011;6;USA;Local;USA;"Bunchgrasses (Achnatherum hymenoides, Hesperostipa
comata, Poa secunda, and Elymus elymoides)";Plants;Population;Ecological processes;Experimental;0;0;0;0;0;0;"We conducted a seeding experiment on an
arid (15.4 cm rain/year), historically heavily-grazed rangeland
in Northern Arizona to test the effects of seeding
technique and simulated seasonal climate scenarios on
germination and recruitment of four species of native,
cool-season bunchgrasses.";DB;Bernstein, E.J., Albano, C.M., Sisk, T.D., Crews, T.E. & Rosenstock, S. (2014) Establishing Cool-Season Grasses on a Degraded Arid Rangeland of the Colorado Plateau. Restoration Ecology, 22, 57-64.
116;227;RestorEcol;2008;Brooks;2;26;2004-2005;2;Australia;Landscape;Australia;Plants;Plants;Community;Ecological processes;Non experimental;0;0;0;0;1;1;"There
are three main aims of this study: (1) to describe the vegetation
community structure and composition in invaded
and noninvaded savanna to determine if alternative states
can be defined and recognized using structural characteristics;
(2) to assess the congruity of the King and Hobbs
(2006) framework with the empirical data collected in this
study and other available structural and functional data;
and (3) to assess the usefulness of the framework in
detecting the nature of the degradation threshold and
identifying appropriate management strategies";DB;Brooks, K.J., Setterfield, S.A. & Douglas, M.M. (2010) Exotic Grass Invasions: Applying a Conceptual Framework to the Dynamics of Degradation and Restoration in Australia's Tropical Savannas. Restoration Ecology, 18, 188-197.
2;238;RestorEcol;2010;Brunson;2;8;2005-2006;2;USA  ;Local;USA;Ruderals (Invasive plant species);Plants;Community;Ecological processes;Experimental;3;0;0;1;1;1;"Our primary research objective was to apply a range of
increasing C doses as sucrose to cheatgrass- and medusaheadinvaded
sites to establish whether and by how much ruderal
plant biomass and seed production decreased. We expected
to find a threshold dose of C below which lower doses of C
would have little or no effect, but above which plant yields
would decrease. As C doses increased, an asymptotic threshold
would be reached where further additions resulted in no
further decline in plant yields. We also hypothesized that dose
responses between cheatgrass and medusahead would differ.
Finally, to test the mechanism driving the plant responses to
C addition, we sought to determine the responses of microbial
biomass C and N to soil C, which we predicted would increase,
and inorganic soil N to soil C, which we predicted would
decrease.";EBN;Brunson, J.L., Pyke, D.A. & Perakis, S.S. (2010) Yield Responses of Ruderal Plants to Sucrose in Invasive-Dominated Sagebrush Steppe of the Northern Great Basin. Restoration Ecology, 18, 304-312.
118;302;RestorEcol;2008;Craven;2;19;2003-2006;4;Panama;Local;Panama;"Terminalia amazonia; Tectona grandis";Plants;Population;Ecological processes;Quasi experimental;3;1;0;1;0;0;"For the present study, we formulated the following
hypotheses to examine whether weed control treatments
of varying intensities affected tree growth and mortality of
two timber species (Tectona grandis and Terminalia amazonia)
and the costs of grass control treatments in S. spontaneum
grasslands";DB;Craven, D., Hall, J. & Verjans, J.M. (2009) Impacts of Herbicide Application and Mechanical Cleanings on Growth and Mortality of Two Timber Species in Saccharum spontaneum Grasslands of the Panama Canal Watershed. Restoration Ecology, 17, 751-761.
121;330;RestorEcol;2006;De Steven;3;31;1999-2003;5;USA;Landscape;USA;Plants;Plants;Community;Ecological processes;BACI;2;1;0;1;1;1;"The
project’s core experiment was designed to test whether
restoration can be achieved by harvesting out the overstory
forest and plugging the drainage ditches to increase
water retention and hydroperiod.The expectation was that restored hydrologic
regimes would suppress nonwetland species and favor
wetland species that recruit from the seed bank or rapidly
colonize by seed dispersal
adequate sources of wetland plant species for the restored
vegetation. ";DB;De Steven, D., Sharitz, R.R., Singer, J.H. & Barton, C.D. (2006) Testing a passive revegetation approach for restoring coastal plain depression wetlands. Restoration Ecology, 14, 452-460.
21;408;RestorEcol;2012;Frischie;1;3;2004-2005;2;USA;Local;USA;Plantae;Plants;Community;Ecological processes;Experimental;0;0;0;0;0;0;"This study is the first time that the effect of planting
timing on emergence and plant community diversity has been
tested in a replicated design. We compared time of summer
seeding to that of winter seeding to determine the effects on
establishment and overall diversity of early-maturing species
in a prairie restoration. We used two indicators to compare the
establishment success and resulting plant community diversity:
(1) enumerating the presence/absence (establishment) of each
species over time and (2) overall diversity and reproductive
maturity after 4 years.";EBN;Frischie, S.L. & Rowe, H.I. (2012) Replicating Life Cycle of Early-Maturing Species in the Timing of Restoration Seeding Improves Establishment and Community Diversity. Restoration Ecology, 20, 188-193.
8;91;RestorEcol;2015;Funk;2;6;2010-2013;4;USA;Local;USA;Plantae (mainly serpentine grasses);Plants;Community;Ecological processes;Experimental;0;0;0;0;1;1;"We combined a greenhouse experiment and field manipulations
to determine how abiotic, biotic, and dispersal filters
could be manipulated to restore invaded serpentine grassland. A
greenhouse/growth chamber study examined germination traits
of 23 native and invasive species under low (spring) and high
(summer) temperatures and three irrigation regimes to identify
phenological differences which could be exploited to shift invasion
dynamics. We then conducted a field experiment where
grazed and ungrazed plots received summer irrigation and native
grass seed to assess whether and how these filters interact to
influence community composition.";EBN;Funk, J.L., Hoffacker, M.K. & Matzek, V. (2015) Summer irrigation, grazing and seed addition differentially influence community composition in an invaded serpentine grassland. Restoration Ecology, 23, 122-130.
101;434;RestorEcol;2008;Gibbs;2;34;2004;1;Ecuador;Local;USA;"Geochelone nigra
hoodensis; Opuntia megasperma
var. Megasperma";Mixed;Community;Ecological processes;Non experimental;1;1;0;0;1;1;"These comparisons permitted us to
evaluate the hypothesis that the reintroduction of the
endangered tortoises facilitates recovery of the cactus and
thus plays a larger role in restoration of the island’s terrestrial
ecosystem";DB;Gibbs, J.P., Marquez, C. & Sterling, E.J. (2008) The role of endangered species reintroduction in ecosystem restoration: Tortoise-cactus interactions on espanola island, Galapagos. Restoration Ecology, 16, 88-93.
9;437;RestorEcol;2014;Gilland;1;6;2010;1;USA;Local;USA;Plantae;Plants;Ecosystem;Ecological processes;Quasi experimental;0;0;0;0;1;1;"Specifically, we ask:
1. Do differences exist among plant communities at different
microtopographic positions, distances from the remaining
forest edge, and sites reclaimed using “traditional” methods?
2. Do differences in physical properties of soil exist among
microtopographic positions and are these differences
reflected in plant community composition?
3. Do differences in the density and composition of woody
plant colonization exist with increasing distance from a
forest edge, between end-dump reclaimed sites, and sites
reclaimed using “traditional” methods?
By documenting the patterns of natural colonization at the
site we aim to provide some of the first data on the nature
of succession on former coal surface mine sites reclaimed
using the FRA end-dump method compared with traditional
reclamation.";EBN;Gilland, K.E. & McCarthy, B.C. (2014) Microtopography Influences Early Successional Plant Communities on Experimental Coal Surface Mine Land Reclamation. Restoration Ecology, 22, 232-239.
10;303;RestorEcol;2012;Greech;2;10;2001-2008;8;USA;Landscape;USA;Plantae;Plants;Ecosystem;Ecological processes;Quasi experimental;0;0;0;0;0;0;"In this study, we examined the effects of slash pile
burns on soil and vegetation characteristics in the context of ongoing longleaf pine restoration projects. Specifically, we (1) examined alterations to the soil seed bank, soil physical and chemical characteristics, and initial revegetation following burn and (2) determined the rate of return of soil and vegetation characteristics to pre-burn conditions.";EBN;Creech, M.N., Kirkman, L.K. & Morris, L.A. (2012) Alteration and Recovery of Slash Pile Burn Sites in the Restoration of a Fire-Maintained Ecosystem. Restoration Ecology, 20, 505-516.
141;593;RestorEcol;2011;Klopf;1;19;2005-2006;2;USA;Local;USA;"Sorghastrum nutans; Schizachyrium scoparium";Plants;Population;Ecological processes;Quasi experimental;3;0;0;1;1;1;"The primary objective of this study was to determine
whether intraspecific variation exists in root structure (i.e.,
length, surface area, and volume) and function (i.e., soil inorganic
N depletion) between cultivar and non-cultivar sources
of dominant grasses used for restoration, and whether this variation
scales to affect ecosystem structure and function. We
hypothesized that cultivars would exhibit higher belowground
net primary production (BNPP) and have more extensive root
architecture than non-cultivars due to selection for greater
growth rates that would require larger fine root networks
to capture more resources and support higher aboveground
net primary productivity";DB;Klopf, R.P. & Baer, S.G. (2011) Root Dynamics of Cultivar and Non-Cultivar Population Sources of Two Dominant Grasses during Initial Establishment of Tallgrass Prairie. Restoration Ecology, 19, 112-117.
38;639;RestorEcol;2006;Lezberg;3;9;1999-2003;5;USA;Local;USA;Grasses;Plants;Community;Ecological processes;Experimental;1;0;0;0;1;0;"Our objectives were:
(1) to determine if mechanical clearing followed by seeding
would produce an open shrub–grassland community
colonized by sandplain herbaceous species while retaining
most of the original forest species and (2) to determine
if the clearing and seeding treatments would result in
recruitment of ruderal or exotic species that might restrict
colonization by native sandplain species or pose future
problems for conservation land management. We evaluated
the structure and composition of vascular plants for
three growing seasons after clearing and seeding. We used
the results to make recommendations about the wider
application of this management method.";EBN;Lezberg, A.L., Buresch, K., Neill, C. & Chase, T. (2006) Mechanical land clearing to promote establishment of coastal sandplain grassland and shrubland communities. Restoration Ecology, 14, 220-232.
110;903;RestorEcol;2010;Sawtschuk;2;5;1992-2008;17;France;Landscape;France;Plants;Plants;Community;Ecological processes;Non experimental;0;0;0;0;1;1;"Our specific research objectives were (1) to describe and
compare the restoration trajectories of spontaneous vegetation
evolution at 17 sites in Brittany; (2) to assess the efficiency of
spontaneous succession as a restoration tool in coastal exposed
sites; (3) to investigate the link between restoration trajectories
and environmental conditions; and (4) to test whether the
trajectory of spontaneous succession can be predicted from
the current state of vegetation. This study is part of a wider
research program that aims to improve restoration operations
by providing technical advice to managers";DB;Sawtschuk, J., Bioret, F. & Gallet, S. (2010) Spontaneous Succession as a Restoration Tool for Maritime Cliff-top Vegetation in Brittany, France. Restoration Ecology, 18, 273-283.
107;961;RestorEcol;2008;Spiegelberger;3;4;2002;1;Switzerland;Landscape;"Switzerland; France";Plants;Plants;Community;Ecological processes;Quasi experimental;1;1;0;0;1;1;"We
hypothesized that sawdust addition would overproportionally
reduce the growth of grasses. No specific predictions
could be made in terms of the effect of sawdust
addition on V. album because direct effects of soil N availability
on V. album cover or biomass have not been studied.
In general, we predicted that in the long term,
sawdust addition should promote the competitive ability
of slow-growing species characteristic of mountain grasslands
and ultimately lead to increased species richness";DB;Spiegelberger, T., Muller-Scharer, H., Matthies, D. & Schaffner, U. (2009) Sawdust Addition Reduces the Productivity of Nitrogen-Enriched Mountain Grasslands. Restoration Ecology, 17, 865-872.
31;963;RestorEcol;2014;Stahlheber;1;3;2009-2011;3;USA;Landscape;USA;"Stipa pulchra; Poa secunda";Plants;Population;Ecological processes;Experimental;3;1;0;1;1;1;"We hypothesized that increased moisture beneath savanna trees during the dry season (Parker & Muller 1982; Ishikawa & Bledsoe 2000) would enhance native grass seedling survival in shade, although growth and reproduction responses would depend on the degree of shading (Holmgren et al. 2012).We also hypothesized that high density exotic annual grasses would be detrimental for both natives. Lastly, resource-rich soils derived from beneath oaks may increase growth and reproduction. The net effect of interactions with annuals may also vary among canopy and soil treatments. For example, high nutrients in oak soils may increase growth of the non-native annual grass more so than the  erennial grasses.";EBN;Stahlheber, K.A. & D'Antonio, C.M. (2014) Do Tree Canopies Enhance Perennial Grass Restoration in California Oak Savannas? Restoration Ecology, 22, 574-581.
35;1009;RestorEcol;2005;Tibbett;1;8;2000-2001;2;UK  ;Local;Australia;Rumex acetosella;Plants;Population;Ecological processes;Experimental;2;0;0;1;0;1;"The experimental work had three aims. First, to
determine whether sulfurous soil amendments are able to
lower pH to a level suitable for heathland and acidic grassland
re-creation (approximately 3 pH units). Second, to
determine what effect the soil amendments have on the
available pool of some important nutrients, basic cations,
and some potentially toxic acidic cations that may affect
the plant community. Third, to determine whether the
addition of Fe to the soil system would sequester PO4
2 ions that might be liberated from rock phosphate by the
experimental treatments.";EBN;Tibbett, M. & Diaz, A. (2005) Are sulfurous soil amendments (S(0), Fe((II))SO(4), Fe((III))SO(4)) an effective tool in the restoration of heathland and acidic grassland after four decades of rock phosphate fertilization? Restoration Ecology, 13, 83-91.
43;1047;RestorEcol;2005;Van Zandt;3;8;2003;1;USA;Local;USA;"plants; invertebrates; lizards";Mixed;Ecosystem;Ecological processes;Non experimental;2;0;0;1;1;1;"We suspected that a trophic cascade (i.e., an indirect
positive effect of predators on plants through their negative effects on herbivores) due to Sceloporus feeding in glade habitats might decrease herbivory on target plants, thus potentially increasing the transplant success of glade endemics and facilitating glade restoration efforts. We further predicted that herbivory would be reduced on plants that occurred near structures supporting lizards, relative to plants that were not near lizard-occupied structures. We tested this hypothesis through surveys of lizard activity,  rasshopper abundance, and plant damage in natural
glades, along with an experiment in which we planted
glade plants at three different distances from cover objects to simulate common restoration practices in a glade that is currently undergoing restoration.";EBN;Van Zandt, P.A., Collins, E., Losos, J.B. & Chase, J.M. (2005) Implications of food web interactions for restoration of Missouri Ozark glade habitats. Restoration Ecology, 13, 312-317.
143;1093;RestorEcol;2006;Wightman;1;15;1999-2003;5;USA;Local;USA;Sialia mexicana;Vertebrates;Population;Ecological processes;Non experimental;1;0;0;0;0;0;"We evaluated associations between Western Bluebird
reproductive success and habitat characteristics on the forest
stand and nest-site scale. Our objectives were to (1)
identify model(s) of habitat features altered by restoration
that best predicted nest success; (2) identify habitat features
altered by restoration that were associated with nest
productivity; and (3) model the changes in habitat quality
after treatments were implemented across a landscape";DB;Wightman, C.S. & Germaine, S.S. (2006) Forest stand characteristics altered by restoration affect Western Bluebird habitat quality. Restoration Ecology, 14, 653-661.
17;1119;RestorEcol;2006;Yuan;5;24;2003;1;China;Landscape;China;Plantae;Plants;Community;Ecological processes;Non experimental;3;0;0;0;0;0;"To understand
soil and plant development in this extreme habitat, we
investigated the changes in edaphic conditions and
natural vegetation on the cliff faces of three abandoned
quarries in the early stages of natural succession. By doing
so, we may provide the much needed knowledge for better
management decisions. We hypothesized that soil on
quarry cliffs was formed from rock weathering (primary
succession), and consequently vegetation establishment, if
not impossible, was highly limited by the putatively low soil fertility in the early years of abandonment. The relationship
between soil origination and vegetation succession
was explored, and the implications of the results are
discussed.";EBN;Yuan, J.G., Fang, W., Fan, L., Chen, Y., Wang, D.Q. & Yang, Z.Y. (2006) Soil formation and vegetation establishment on the cliff face of abandoned quarries in the early stages of natural colonization. Restoration Ecology, 14, 349-356.
